tds,turbidity,pH,mq4,temperature,humidity,rain,oxygen_level
525.94,13.83,6.34,77.21,17.18,54.61,87.62,Low
501.7,7.88,7.9,56.8,38.9,72.86,29.56,Low
661.02,5.36,6.72,87.98,23.85,47.34,63.38,Low
319.8,7.92,8.3,34.62,39.77,33.14,95.81,High
371.64,1.01,6.21,37.37,32.23,67.05,2.69,Low
749.03,14.99,8.1,84.61,23.56,83.11,60.2,Low
277.46,8.39,6.7,45.31,12.14,43.05,40.14,High
740.62,13.05,6.13,89.0,10.8,58.2,8.91,Low
703.29,0.67,5.43,28.85,17.32,57.48,0.54,Low
79.88,9.49,7.31,96.75,22.86,66.7,60.85,Low
217.97,13.98,5.66,47.88,15.09,58.36,84.74,Low
543.89,16.65,8.61,25.58,33.01,69.83,40.03,Low
400.36,1.51,6.86,27.67,23.93,54.52,79.12,High
708.92,11.44,5.32,41.3,10.83,53.84,81.32,Low
113.22,7.77,6.34,40.87,30.06,67.62,16.91,Low
671.16,19.8,5.51,59.32,39.51,34.44,95.38,Low
370.66,9.28,7.64,43.53,32.87,40.3,42.03,High
121.65,19.69,6.78,89.4,30.19,45.99,30.39,Low
283.93,18.07,6.19,38.26,11.38,50.38,66.13,Low
399.97,16.78,7.19,53.66,11.39,43.04,7.55,Low
445.86,0.58,5.93,20.9,26.21,30.35,48.81,Low
325.09,12.09,6.09,27.75,10.57,77.35,6.17,Low
628.88,1.68,5.15,52.02,10.69,87.11,91.81,Low
329.06,19.47,8.29,21.83,34.3,56.18,90.71,Low
257.85,8.86,8.55,92.95,21.0,65.35,6.18,Low
277.88,4.24,6.17,29.15,11.01,75.05,23.89,Low
322.47,7.27,7.87,51.43,38.3,54.21,62.61,Low
228.97,19.94,5.49,8.05,23.95,38.25,13.18,Low
192.27,13.36,8.62,2.61,18.63,88.33,78.26,Low
240.18,7.99,5.83,86.03,19.65,62.57,75.7,Low
418.9,19.16,7.95,52.12,24.01,82.4,71.63,Low
318.28,14.99,6.25,66.52,21.56,71.35,50.1,Low
460.06,7.39,5.89,67.46,19.21,77.74,4.5,Low
594.98,6.18,5.53,80.91,11.79,79.05,5.05,Low
350.95,8.18,5.62,18.67,35.38,62.93,59.9,Low
596.08,9.78,6.17,44.51,35.5,30.2,93.48,Low
154.23,14.24,5.11,49.03,31.63,54.43,40.8,Low
116.51,4.82,6.15,76.4,38.3,48.89,24.47,Low
56.16,14.08,8.48,53.57,20.13,68.04,71.51,Low
452.29,4.56,6.99,3.48,13.5,53.03,45.39,High
761.09,2.66,6.94,10.23,29.92,31.56,91.66,Low
445.78,5.04,5.24,85.19,34.71,71.85,87.57,Low
361.04,8.42,6.71,80.53,31.75,80.34,49.13,Low
337.78,7.97,6.52,85.43,37.93,55.03,76.71,Low
189.53,19.96,8.11,38.02,29.93,69.59,40.51,Low
137.79,18.57,7.22,1.4,19.36,82.53,74.92,Low
79.95,1.09,5.42,68.65,14.4,41.79,54.13,Low
270.52,3.94,6.27,64.05,36.81,85.85,16.56,Low
699.0,4.56,5.52,81.04,17.93,62.23,88.22,Low
347.33,6.07,5.71,88.09,16.79,43.6,56.0,Low
278.31,15.03,6.38,86.93,10.26,50.99,32.98,Low
754.1,1.84,5.1,85.18,17.13,35.35,28.17,Low
263.13,7.92,5.73,96.2,28.69,63.46,16.55,Low
270.44,17.9,5.95,26.3,35.75,80.75,25.25,Low
768.68,13.35,7.58,29.17,27.47,69.93,84.45,Low
578.29,7.75,7.73,26.02,16.51,54.71,6.09,Low
266.33,4.54,7.61,72.27,23.44,56.1,49.15,Low
595.04,3.96,7.67,98.38,12.29,79.73,28.43,Low
297.79,5.99,7.85,37.66,33.57,39.71,85.23,High
181.26,2.69,7.62,84.03,23.12,59.89,52.64,Low
737.66,17.0,5.44,54.89,27.94,57.04,33.05,Low
434.05,9.3,7.22,23.81,37.85,84.33,93.31,High
581.54,18.42,7.82,53.8,17.67,47.9,22.93,Low
493.27,2.79,5.38,8.79,35.24,45.8,10.19,Low
204.76,13.98,6.32,2.66,33.68,39.24,38.85,Low
348.76,14.47,6.73,72.02,27.33,51.86,28.34,Low
119.4,6.95,8.65,67.51,25.26,79.22,15.1,Low
242.09,1.84,6.62,79.84,34.37,32.26,74.5,Low
408.74,1.09,6.74,60.64,39.06,40.88,55.05,Low
601.42,8.42,5.59,70.53,22.15,58.09,12.52,Low
620.08,14.2,7.57,79.83,25.35,34.98,25.19,Low
610.0,19.64,7.79,90.44,31.93,53.99,63.4,Low
246.51,19.12,6.48,87.85,25.01,51.0,47.47,Low
517.43,19.22,7.59,22.36,38.88,59.69,74.0,Low
505.19,8.58,5.14,60.81,31.45,48.78,52.29,Low
490.33,14.22,5.96,78.58,25.64,61.37,2.05,Low
623.7,9.44,5.07,12.06,28.16,58.56,10.7,Low
657.44,18.09,8.93,93.03,22.16,47.0,23.57,Low
450.95,7.92,8.16,31.86,16.16,43.93,19.89,High
405.17,13.46,8.85,23.33,28.45,32.86,37.55,Low
670.97,10.99,6.33,75.48,36.22,78.45,81.23,Low
538.17,13.36,8.08,4.04,39.35,76.53,45.28,Low
686.22,12.79,7.7,75.41,14.29,52.86,95.09,Low
288.39,11.51,6.94,26.32,12.31,30.47,59.48,Low
414.27,5.03,8.74,33.92,25.11,49.1,88.94,Low
537.23,18.74,6.18,17.76,18.14,49.96,62.16,Low
684.96,0.78,6.33,5.61,28.47,44.02,23.22,Low
400.42,17.43,7.25,59.27,13.73,64.49,74.07,Low
372.09,7.36,6.26,30.42,28.65,79.6,70.35,Low
274.35,19.41,5.78,0.19,22.68,87.11,20.8,Low
747.89,3.54,8.07,53.73,21.93,61.11,64.96,Low
524.75,19.74,6.39,38.89,16.18,37.57,21.81,Low
668.2,15.93,8.46,4.57,12.44,46.07,71.68,Low
502.77,2.48,7.23,10.5,16.06,45.17,89.9,Low
480.61,13.64,5.66,73.91,31.85,84.02,50.21,Low
573.11,16.66,7.29,3.53,23.49,84.75,64.24,Low
262.84,14.21,5.46,77.45,24.7,73.63,82.99,Low
533.02,14.62,8.42,33.63,29.16,45.34,54.66,Low
581.93,15.08,8.31,79.67,23.39,47.87,57.34,Low
777.91,4.75,6.76,64.61,37.08,51.35,83.15,Low
729.42,17.34,7.75,67.85,27.94,57.01,40.43,Low
163.18,19.61,8.23,45.75,25.5,41.65,52.44,Low
92.19,15.62,7.77,22.95,24.42,54.89,78.76,Low
335.88,4.86,6.39,59.47,17.64,62.94,89.45,Low
549.26,2.22,6.24,8.68,12.96,72.07,65.88,Low
327.99,3.34,5.44,18.74,13.88,57.58,95.88,Low
413.9,9.03,5.97,58.72,12.18,65.47,79.46,Low
676.27,6.77,7.31,27.96,25.11,64.81,45.81,Low
312.79,0.27,8.76,82.26,33.26,81.91,72.59,Low
340.81,18.4,8.09,82.86,13.05,66.82,68.75,Low
757.04,3.72,5.62,98.18,12.96,40.09,37.15,Low
641.51,8.22,5.78,67.46,25.29,43.54,92.29,Low
774.2,5.93,6.43,79.19,20.65,61.03,87.09,Low
381.61,5.92,6.36,13.22,25.98,30.62,58.37,Low
218.9,0.56,7.36,51.75,38.34,83.54,84.74,Low
624.41,0.31,8.24,74.09,25.38,56.59,50.25,Low
692.9,17.91,7.33,85.25,30.51,55.01,46.69,Low
196.97,13.6,8.19,73.87,24.49,56.57,92.48,Low
381.23,14.66,5.63,27.41,18.09,57.04,83.75,Low
755.59,0.17,8.69,73.78,22.6,53.94,29.09,Low
520.68,5.47,7.23,44.9,38.11,49.65,96.63,Low
735.92,13.43,5.86,82.18,39.08,31.93,61.34,Low
583.07,8.14,7.93,36.01,24.3,60.04,21.02,Low
50.29,1.58,8.93,24.37,29.75,51.15,60.63,Low
450.58,13.95,6.35,74.19,12.39,63.59,30.97,Low
769.88,9.51,8.61,60.78,16.36,70.8,96.69,Low
719.65,10.73,8.95,21.03,28.14,76.16,87.08,Low
271.13,19.5,5.74,73.24,25.9,54.06,15.15,Low
223.42,14.3,7.25,85.76,20.38,39.44,22.62,Low
609.93,16.97,5.44,33.73,25.29,85.52,41.11,Low
393.35,8.53,5.57,30.52,23.38,57.26,70.46,Low
677.25,14.25,5.75,14.18,16.71,83.73,62.82,Low
160.79,3.27,5.75,79.33,39.15,78.13,69.74,Low
76.04,5.57,5.1,90.94,13.96,33.15,18.71,Low
597.72,2.11,5.92,31.17,39.47,43.06,92.49,Low
763.59,17.55,8.88,63.0,33.35,48.36,55.42,Low
281.34,15.64,6.92,22.7,20.22,55.16,74.1,Low
331.09,19.61,7.77,89.45,24.01,81.76,29.45,Low
412.6,9.39,5.09,42.29,19.05,51.61,29.89,Low
111.41,19.91,8.88,77.26,29.99,30.49,21.07,Low
594.52,15.07,7.26,85.73,16.29,34.25,38.31,Low
514.81,12.24,5.3,55.87,21.27,53.71,16.84,Low
253.87,2.53,8.9,62.89,19.58,30.37,0.85,Low
334.65,5.81,7.87,88.13,39.09,39.97,54.64,Low
251.1,18.47,8.56,78.72,33.33,68.37,16.69,Low
333.31,1.88,5.12,1.78,37.56,65.89,42.02,Low
282.64,15.08,8.2,49.34,28.1,33.5,60.75,Low
324.4,5.41,7.07,51.19,14.59,82.19,82.06,Low
492.36,9.0,6.14,8.47,31.79,65.82,61.27,Low
166.59,9.84,8.62,11.99,12.59,36.19,61.76,Low
92.23,17.53,7.91,27.34,18.64,73.58,70.49,Low
626.97,15.8,6.57,37.73,17.32,37.76,13.5,Low
413.41,2.79,8.5,66.68,22.51,35.25,41.13,Low
232.07,2.71,7.53,9.01,26.35,79.8,79.72,High
681.37,12.6,7.54,98.22,17.62,52.71,82.4,Low
55.56,0.68,5.91,70.96,26.9,66.66,1.98,Low
644.51,16.65,7.21,80.41,20.44,38.49,22.56,Low
568.81,19.67,5.4,59.11,35.85,44.75,14.94,Low
345.76,13.88,6.68,20.17,12.61,74.6,35.72,Low
174.6,0.16,5.3,34.3,28.8,34.63,30.35,Low
526.23,7.33,5.36,2.58,38.89,50.59,57.28,Low
477.73,13.91,6.19,36.34,38.83,38.67,48.73,Low
790.5,16.25,8.15,39.31,10.1,88.13,68.1,Low
388.11,16.91,7.38,14.83,25.61,83.37,61.46,Low
255.25,9.61,6.57,66.86,15.47,32.36,24.84,Low
422.31,1.66,7.5,58.05,20.27,44.11,23.01,Low
433.33,14.17,5.18,75.13,27.37,69.96,70.62,Low
196.79,7.72,5.58,66.72,29.94,83.67,45.26,Low
258.79,13.16,7.06,19.27,29.62,83.72,15.98,Low
131.38,7.85,8.62,54.87,24.32,49.25,56.82,Low
602.94,1.12,6.91,57.91,17.07,64.48,85.01,Low
172.09,18.61,8.07,0.47,10.57,38.48,96.22,Low
356.92,15.87,7.52,32.39,33.41,40.16,8.9,Low
235.43,3.62,8.28,0.91,21.92,59.19,94.69,High
402.08,15.37,7.96,81.8,37.98,40.43,18.85,Low
678.61,3.51,8.02,87.85,20.17,88.88,41.43,Low
726.84,19.96,5.43,51.19,36.96,43.11,52.89,Low
792.91,0.84,5.31,49.77,11.31,67.52,23.06,Low
352.63,16.29,7.99,79.8,23.67,77.66,19.13,Low
343.72,1.26,7.01,46.62,25.96,32.58,58.73,High
782.53,8.63,8.84,52.8,17.64,73.65,54.41,Low
355.52,3.52,5.5,24.24,12.37,89.52,73.31,Low
109.0,18.0,6.02,36.53,38.31,73.73,21.11,Low
668.63,9.85,8.82,39.36,32.48,32.92,78.01,Low
697.03,8.37,5.05,54.36,29.64,61.28,84.27,Low
75.8,16.78,7.31,21.24,20.3,46.57,42.69,Low
55.22,0.24,8.55,31.61,11.95,62.13,2.35,Low
90.08,16.2,7.27,79.67,19.07,59.34,47.7,Low
314.57,15.32,5.28,41.48,17.01,69.85,96.1,Low
578.85,15.2,8.8,30.5,35.38,88.72,35.2,Low
749.09,6.29,6.97,60.16,37.34,58.79,62.76,Low
777.09,10.82,5.83,57.4,18.86,46.23,41.89,Low
457.39,18.97,8.4,20.53,14.95,77.55,30.06,Low
82.71,11.82,5.21,8.23,10.33,80.6,57.97,Low
288.85,1.53,5.08,66.73,34.77,35.37,4.89,Low
273.7,3.52,8.13,83.66,18.27,64.01,79.06,Low
444.14,12.66,5.11,64.41,27.52,54.35,97.15,Low
384.69,18.43,7.98,70.46,33.59,80.05,19.2,Low
645.87,16.26,8.31,97.58,12.34,34.49,63.77,Low
722.07,8.05,8.4,74.56,28.97,77.69,85.4,Low
409.09,10.95,5.57,30.52,36.13,46.45,42.95,Low
677.97,0.68,7.96,69.32,12.48,55.08,30.8,Low
294.67,6.48,5.96,91.27,25.42,59.42,57.37,Low
83.87,15.13,5.56,2.87,39.01,58.04,77.56,Low
277.73,2.83,6.87,75.75,14.95,57.74,61.23,Low
73.65,3.96,6.86,58.77,12.89,47.62,67.42,Low
666.39,2.38,8.91,18.85,36.34,65.74,97.28,Low
464.39,11.16,8.27,4.98,29.47,56.89,66.74,Low
719.28,12.41,7.08,58.2,12.48,40.67,86.32,Low
426.03,12.67,7.21,4.16,24.91,61.2,53.54,Low
257.3,4.57,7.72,91.53,36.11,82.63,27.77,Low
721.94,19.34,8.74,30.76,29.98,46.11,49.84,Low
511.89,15.41,8.71,41.73,23.37,83.93,40.29,Low
652.55,18.83,7.11,12.15,12.41,74.49,66.63,Low
439.6,12.07,8.23,69.25,11.08,40.9,3.95,Low
104.67,1.84,6.44,4.98,14.21,73.93,89.4,Low
786.78,17.18,5.74,53.27,39.94,78.06,69.11,Low
540.58,4.37,6.46,29.84,27.03,41.61,49.25,Low
308.86,2.64,7.45,36.61,26.6,73.37,72.34,High
228.06,1.45,6.76,50.72,20.13,36.3,40.78,Low
388.93,0.02,7.97,65.05,34.75,57.67,60.56,Low
674.68,3.71,8.76,31.37,29.63,60.76,30.18,Low
712.69,7.32,7.7,54.17,30.51,64.72,10.72,Low
601.46,12.16,6.3,8.83,17.21,30.27,17.59,Low
573.92,12.62,6.28,51.37,22.29,38.31,52.99,Low
499.88,0.18,7.28,58.75,26.41,53.98,54.96,Low
145.74,14.22,8.9,82.75,35.17,49.34,12.99,Low
357.46,17.77,8.67,51.54,38.02,63.15,52.45,Low
476.09,19.43,6.1,45.27,28.45,74.72,94.46,Low
317.04,5.79,7.61,28.02,23.38,48.86,49.73,High
386.46,13.8,5.2,66.27,17.06,30.69,9.41,Low
447.06,2.51,6.91,16.96,10.58,41.31,44.05,High
366.89,19.19,5.83,13.08,30.38,72.2,5.23,Low
607.56,15.61,6.54,33.52,10.07,41.95,35.35,Low
422.55,1.8,6.58,24.21,30.14,37.91,38.79,High
511.94,10.75,5.17,98.39,23.55,41.76,17.49,Low
465.54,19.08,5.57,77.12,21.56,56.8,8.06,Low
670.67,17.13,5.15,16.92,26.37,88.21,9.93,Low
460.14,15.59,6.47,60.15,30.62,50.41,61.8,Low
312.18,12.45,7.78,7.1,21.84,60.9,43.92,Low
369.22,19.91,7.21,83.51,38.21,51.05,52.41,Low
428.92,17.82,5.33,93.2,24.42,34.81,69.29,Low
156.52,9.19,8.07,33.26,27.04,81.71,81.81,High
529.74,11.14,8.44,40.19,10.63,75.76,36.37,Low
417.92,15.48,7.9,72.69,36.77,84.29,16.4,Low
411.04,7.49,8.93,33.28,20.41,84.9,81.43,Low
260.79,14.55,7.18,7.6,18.81,50.56,99.83,Low
799.36,3.85,8.02,32.69,19.44,34.42,54.16,Low
723.26,7.31,7.99,56.27,15.59,86.95,16.61,Low
712.95,17.14,6.51,71.87,22.63,62.9,33.54,Low
87.78,8.9,5.63,81.95,19.8,59.05,42.87,Low
581.2,12.38,5.14,88.79,10.94,56.9,58.85,Low
351.57,16.69,8.94,56.66,20.84,85.25,63.34,Low
410.53,6.02,8.54,11.46,37.53,44.92,22.05,Low
537.03,10.56,7.84,23.78,20.98,89.98,10.97,Low
439.48,9.29,7.6,70.21,34.99,32.69,89.08,Low
321.37,16.56,8.88,2.59,29.19,77.98,31.16,Low
507.85,12.67,8.11,73.04,17.42,72.69,68.78,Low
173.08,1.23,8.36,42.56,38.83,71.92,24.43,High
472.95,18.31,8.69,55.95,34.09,44.57,43.52,Low
638.64,13.97,8.2,56.01,37.4,66.63,25.32,Low
79.32,6.63,5.77,92.83,17.32,85.35,93.12,Low
288.07,19.53,6.86,25.19,21.79,48.67,87.25,Low
335.57,12.21,5.57,93.69,12.27,32.96,11.08,Low
643.71,4.22,5.27,81.37,11.97,32.79,95.17,Low
580.43,14.4,7.19,75.37,15.76,67.43,85.51,Low
151.87,0.97,7.14,43.82,39.12,78.41,55.33,High
782.39,4.74,6.03,72.91,32.39,48.62,91.8,Low
59.08,19.9,7.89,88.72,39.61,74.05,11.41,Low
87.24,14.37,8.09,67.75,19.27,70.44,55.51,Low
706.49,10.97,8.17,48.0,36.75,58.1,30.28,Low
504.46,7.2,7.56,77.07,29.75,88.49,96.36,Low
616.96,10.14,6.17,60.56,36.23,48.09,93.3,Low
600.91,5.66,7.62,49.04,38.75,50.52,44.59,Low
569.96,4.96,8.58,23.13,27.31,37.99,12.87,Low
777.93,2.06,5.34,16.79,27.87,70.74,9.8,Low
553.69,7.13,6.27,98.09,33.01,60.77,58.44,Low
374.35,15.36,5.79,77.33,20.81,79.76,25.12,Low
464.39,15.5,7.38,32.51,30.37,70.61,12.73,Low
444.5,17.93,7.55,86.54,28.14,70.98,54.49,Low
337.73,5.81,6.86,2.01,17.19,38.36,9.87,High
275.85,16.63,8.84,48.22,32.34,77.46,51.6,Low
242.62,12.83,7.47,32.8,14.55,82.77,67.27,Low
266.82,9.2,8.78,95.52,29.72,46.48,25.5,Low
415.63,6.1,7.54,73.08,12.66,39.7,23.08,Low
361.31,14.36,8.26,56.15,14.33,57.27,98.71,Low
756.42,10.81,8.24,8.27,12.1,81.43,19.9,Low
425.95,13.57,8.43,64.85,36.13,52.96,51.61,Low
204.37,4.95,6.49,36.46,27.04,59.35,62.8,Low
743.16,0.31,7.65,88.85,20.18,66.99,54.46,Low
449.44,1.26,5.93,71.35,14.29,36.64,57.69,Low
459.33,11.87,6.44,68.74,17.93,57.25,89.7,Low
495.07,4.64,6.67,49.71,37.62,51.97,41.42,High
414.23,3.17,7.68,87.78,19.75,81.62,32.65,Low
646.14,10.89,8.73,44.92,24.93,30.14,4.78,Low
721.87,18.5,6.55,80.95,21.2,89.92,17.97,Low
318.3,1.02,8.54,16.41,25.57,76.0,11.15,Low
432.56,7.86,6.18,32.05,13.34,34.23,38.08,Low
330.06,6.31,8.98,75.6,23.52,43.26,22.01,Low
247.76,1.72,6.45,40.74,23.19,56.47,29.08,Low
376.74,1.32,8.34,40.13,35.55,34.01,16.21,High
84.95,12.26,6.14,74.24,19.56,46.77,96.54,Low
245.35,16.85,7.55,61.06,18.57,42.41,3.8,Low
590.39,9.99,5.91,3.81,36.82,59.92,21.64,Low
242.59,5.93,5.3,27.3,29.66,68.74,28.4,Low
606.29,3.35,5.52,5.23,25.08,50.57,8.65,Low
94.61,7.43,6.48,39.31,12.74,53.84,53.53,Low
549.31,8.23,7.33,46.97,10.91,57.96,95.2,Low
559.83,9.45,6.58,80.08,11.88,73.18,52.32,Low
197.35,19.46,8.14,15.87,31.93,62.0,14.09,Low
344.9,4.84,7.1,71.6,17.72,31.5,60.71,Low
294.06,13.42,5.34,99.16,25.59,75.32,86.87,Low
671.52,6.22,7.84,81.87,32.39,41.46,47.57,Low
149.45,16.11,8.39,22.1,18.48,88.56,5.28,Low
329.65,9.19,5.83,89.04,36.45,40.08,14.94,Low
570.84,2.98,6.03,92.64,38.11,47.64,30.78,Low
215.73,20.0,6.29,94.23,31.01,87.11,69.85,Low
431.84,10.09,5.95,9.46,27.0,57.27,90.42,Low
342.54,18.21,7.74,13.62,39.87,83.68,55.58,Low
476.31,18.36,6.14,22.83,34.12,46.74,42.6,Low
181.99,1.0,6.25,40.05,26.08,69.41,37.37,Low
594.2,18.54,6.69,66.12,17.76,35.56,71.88,Low
606.11,11.48,6.98,77.56,21.75,54.76,15.91,Low
541.8,17.2,6.07,75.48,18.87,80.62,30.78,Low
422.79,18.55,7.05,47.56,35.88,48.43,31.91,Low
306.27,5.44,5.85,27.21,37.04,74.33,20.24,Low
520.45,12.24,5.18,39.29,17.09,56.39,66.19,Low
525.38,7.56,8.33,28.34,30.65,64.83,67.16,Low
433.78,14.37,6.63,76.47,34.43,85.48,60.73,Low
720.18,2.23,7.77,5.82,11.13,70.95,9.95,Low
449.46,2.24,7.28,31.83,35.87,30.54,37.6,High
111.2,17.45,5.79,30.17,20.94,78.75,78.43,Low
338.59,12.35,8.34,24.5,31.94,33.21,86.21,Low
185.83,5.41,5.43,97.07,31.96,50.34,5.9,Low
658.94,19.11,5.29,6.03,18.15,39.62,50.53,Low
512.94,2.02,7.55,69.39,22.36,51.95,78.32,Low
696.28,7.44,8.76,18.33,15.2,39.22,32.62,Low
437.2,1.72,8.05,63.82,32.52,78.93,36.8,Low
736.71,1.9,5.25,56.34,13.23,33.24,97.02,Low
787.02,12.59,8.99,77.62,30.01,66.94,65.36,Low
530.42,19.03,6.67,92.48,37.41,68.92,32.06,Low
193.68,19.1,6.54,8.41,35.24,74.04,47.06,Low
111.77,7.98,6.53,16.94,22.78,85.18,56.11,High
183.61,17.71,5.29,47.56,14.23,47.26,15.8,Low
461.97,2.23,8.85,19.33,22.01,60.19,75.05,Low
759.28,8.6,6.9,86.92,30.45,86.77,42.47,Low
59.31,19.08,5.89,60.7,31.15,44.91,88.72,Low
114.84,10.72,6.58,50.27,26.04,39.09,72.89,Low
148.16,15.29,7.35,16.89,20.9,68.06,72.4,Low
606.61,19.48,7.0,60.32,23.39,79.93,69.39,Low
654.7,11.85,6.85,19.98,38.73,60.47,48.21,Low
537.65,7.95,6.11,97.51,20.16,34.28,83.86,Low
675.48,16.61,6.74,81.9,29.51,72.26,98.23,Low
322.88,9.02,7.19,65.12,32.27,36.04,81.56,Low
177.67,6.93,7.82,96.16,22.04,83.32,70.12,Low
773.83,6.68,7.61,67.65,18.3,61.13,2.47,Low
398.85,15.84,8.93,73.41,25.47,54.49,20.52,Low
129.82,15.19,5.65,0.6,23.0,73.26,45.86,Low
771.03,12.14,5.9,23.18,21.77,46.56,99.63,Low
707.92,13.48,5.04,68.07,14.63,80.44,63.66,Low
271.79,3.34,5.06,85.46,22.27,78.37,98.39,Low
300.41,15.46,6.57,33.76,10.46,69.85,99.89,Low
511.17,3.93,5.96,27.13,20.38,41.14,48.52,Low
511.1,13.23,6.84,43.46,26.41,75.52,16.02,Low
257.91,0.36,5.82,4.41,10.13,37.54,48.8,Low
368.72,15.2,7.05,87.02,13.42,83.02,73.08,Low
108.87,1.29,5.72,60.05,13.03,42.73,49.15,Low
570.03,1.52,6.38,57.6,21.89,86.95,86.05,Low
352.14,9.5,7.37,0.75,38.92,59.51,0.87,High
99.14,2.27,5.04,16.25,14.8,48.24,31.08,Low
85.43,12.5,5.45,96.15,33.64,46.67,36.54,Low
140.72,4.71,5.84,57.83,14.62,70.15,34.9,Low
753.01,8.95,7.76,55.26,35.86,34.95,1.42,Low
89.35,1.9,5.52,99.97,19.7,33.25,81.13,Low
577.55,10.74,8.81,64.98,24.57,76.23,69.42,Low
736.1,4.81,8.21,15.91,22.09,32.86,85.1,Low
311.49,5.99,5.73,93.57,35.99,84.64,37.32,Low
156.54,15.61,7.2,32.22,15.01,32.61,55.79,Low
365.36,14.37,7.96,61.34,39.07,86.54,91.48,Low
273.1,17.63,7.08,53.29,28.52,61.17,58.97,Low
468.43,19.96,7.22,2.72,24.51,45.37,73.44,Low
103.16,15.65,6.15,66.33,31.23,66.79,32.62,Low
385.12,12.75,6.82,10.74,20.16,86.15,43.6,Low
378.89,15.1,5.19,97.95,10.02,89.09,5.01,Low
306.42,0.49,7.35,23.02,22.72,86.21,5.42,High
585.17,13.14,8.35,48.95,26.49,65.27,71.53,Low
501.19,3.51,5.62,23.04,12.38,70.31,14.49,Low
299.38,12.43,6.16,87.32,36.4,83.82,24.08,Low
666.26,13.05,8.79,14.28,13.0,84.33,19.95,Low
505.75,2.35,8.3,58.77,11.89,35.23,95.14,Low
348.78,3.64,7.8,45.85,13.9,52.01,72.82,High
188.07,13.06,6.6,73.61,38.05,51.16,62.41,Low
761.4,13.67,8.58,90.35,25.03,68.09,22.21,Low
684.2,2.45,6.42,66.85,38.65,42.97,21.49,Low
707.68,11.72,6.63,15.73,30.15,42.21,24.97,Low
525.42,4.15,7.5,61.96,15.94,30.29,57.56,Low
585.78,15.73,7.47,95.73,38.31,73.21,93.39,Low
649.56,10.94,6.65,85.85,18.9,45.82,27.09,Low
341.98,3.4,7.63,99.2,34.9,51.77,47.53,Low
306.27,7.27,5.27,44.77,38.78,48.05,72.08,Low
112.22,4.44,7.37,25.67,12.61,72.42,48.52,High
765.75,0.95,6.89,70.53,36.61,71.38,4.5,Low
157.69,4.02,6.91,58.59,30.0,62.69,75.07,Low
730.8,16.18,8.42,7.17,34.16,62.16,48.6,Low
279.5,10.75,7.35,0.72,25.2,78.97,37.66,Low
564.43,15.77,6.29,19.53,32.49,35.66,25.95,Low
481.49,5.8,8.7,60.06,16.01,83.75,66.68,Low
157.26,4.96,5.39,41.38,30.57,55.83,58.21,Low
92.47,9.73,8.46,60.54,37.88,60.0,72.02,Low
336.05,19.11,7.46,82.88,17.72,69.79,66.04,Low
387.48,7.28,8.87,16.58,11.59,30.91,18.34,Low
79.55,19.27,7.6,58.49,26.5,73.79,11.85,Low
631.56,11.89,6.53,99.1,24.19,52.91,65.46,Low
105.27,8.87,8.49,3.19,19.0,54.46,23.63,High
338.73,17.37,8.55,72.19,23.43,69.48,54.1,Low
363.46,11.87,5.53,63.07,25.27,42.39,0.05,Low
553.71,14.01,6.86,61.42,22.7,58.98,95.19,Low
697.41,15.73,5.63,12.85,32.16,53.25,33.35,Low
346.14,18.88,5.12,58.73,21.63,51.21,83.4,Low
566.43,19.57,7.79,87.97,31.39,60.17,39.76,Low
743.13,5.32,8.08,18.89,34.46,63.98,13.25,Low
68.85,6.78,5.05,71.33,22.21,60.6,0.66,Low
263.16,10.28,7.25,98.18,26.92,60.45,81.95,Low
425.79,16.3,5.41,49.63,20.21,80.06,83.78,Low
511.24,9.51,6.15,81.64,33.23,84.27,11.95,Low
780.92,13.42,6.23,46.72,29.47,56.21,54.05,Low
441.32,14.94,7.23,29.63,39.46,34.64,62.97,Low
123.28,2.27,8.59,3.71,36.42,44.41,31.11,Low
471.61,11.69,5.14,82.78,37.76,37.79,0.77,Low
303.26,7.51,7.09,44.16,39.52,69.03,7.35,High
238.23,17.33,6.97,39.37,37.65,42.71,9.67,Low
115.81,1.32,7.03,11.37,28.95,47.12,74.0,High
715.19,17.19,7.22,83.37,32.66,77.29,60.97,Low
516.4,16.92,8.82,56.73,11.18,88.77,76.38,Low
268.67,14.76,7.51,93.77,11.45,78.91,38.06,Low
724.63,1.54,8.06,22.14,13.85,49.44,50.99,Low
571.53,1.34,7.84,66.88,13.64,68.77,41.0,Low
194.13,9.7,5.82,52.09,10.22,80.06,93.02,Low
349.28,4.66,7.25,92.66,16.82,52.83,22.0,Low
223.57,12.49,5.29,36.67,23.4,67.63,70.47,Low
612.44,4.78,5.98,12.37,38.43,51.84,62.67,Low
625.42,18.89,6.17,58.02,11.23,54.87,88.9,Low
786.82,3.59,8.71,77.4,14.7,61.34,22.06,Low
712.94,1.34,8.35,93.98,37.74,33.65,36.06,Low
276.2,4.36,8.56,80.37,16.96,89.97,25.26,Low
578.4,3.49,6.59,38.98,23.57,35.94,81.56,Low
278.88,13.08,6.38,59.45,15.52,35.42,56.96,Low
281.97,13.95,6.38,10.33,13.91,54.89,51.58,Low
423.32,10.15,5.97,98.77,19.77,69.23,57.85,Low
499.25,17.62,5.17,57.44,13.25,89.79,3.68,Low
686.43,6.18,6.61,26.88,28.14,55.38,90.06,Low
